model,seed_mean,seed_std,mse_mean,mse_std,mae_mean,mae_std
surrogate_bg,730.3333333333334,1122.8109072026925,0.20164936780929565,0.049032033084315675,0.3194310665130615,0.03553989060203223
surrogate_zero,730.3333333333334,1122.8109072026925,0.20205244421958923,0.051230822257270894,0.3040653467178345,0.03782425275540655
