dataset,rows_used,eval_rows,original_features,transformed_features,categorical_features,one_hot_expansion,hidden_feature_fraction,zero_hidden_categorical_groups,zero_hidden_categorical_valid_rate,zero_hidden_categorical_invalid_rate,bg_hidden_categorical_groups,bg_hidden_categorical_valid_rate,bg_hidden_categorical_invalid_rate,zero_hidden_numeric_entries,zero_hidden_numeric_exact_zero_rate,bg_hidden_numeric_entries,bg_hidden_numeric_exact_zero_rate,zero_nearest_train_distance_mean,bg_nearest_train_distance_mean,validity_gain,zero_rate_reduction,normalized_distance_gain,categorical_ratio,showcase_score
adult_income,12000,256,13,94,8,81,0.5102,1049,0.0,1.0,4196,1.0,0.0,649,1.0,2596,0.0,2.1893,1.3329,1.0,1.0,0.39117526149910925,0.6153846153846154,0.797058420499703
