model,seed_mean,seed_std,mse_mean,mse_std,mae_mean,mae_std,spearman_mean,spearman_std
instashap_bg,730.3333333333334,1122.8109072026925,0.49235642949740094,0.24939718110633313,0.3795204957326253,0.10735444049520039,0.5835254159515199,0.005529307471652018
instashap_zero,730.3333333333334,1122.8109072026925,0.29203585783640545,0.1520731538939528,0.3591292202472687,0.08020629201377741,0.5650253291034288,0.07026235062761736
