method,dataset,mae,rmse,r2,pearson,spearman
original_instashap,friedman1,0.2918239896115249,1.1684929690943138,0.8617857101129185,0.9285386939539317,0.8076544457176873
interaction_aware_instashap,friedman1,0.3143991893729599,0.945905931901042,0.8483309908141309,0.9224904255879335,0.8074429771908762
