dataset,model_type,mse,mae,rmse,r2,mape,pearson_correlation,pearson_pvalue,spearman_correlation,spearman_pvalue,exact_time_seconds,surrogate_time_seconds,speedup_factor,exact_time_per_sample_ms,surrogate_time_per_sample_ms
california_housing,random_forest,0.09282064537043647,0.1674532663683297,0.30466480822444275,-0.003576721362581914,133.62722020536359,0.018384467838397207,0.24504433225591896,0.03268920785557549,0.038700872127504796,5.535289525985718,0.002446889877319336,2262.173536003118,11.070579051971436,0.004893779754638672
